usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-7459a1,S-3503cb,30/8/2023,feature_23,11,6281,0,False
U-6302f1,S-e4cb85,20/9/2024,feature_4,14,1120,0,False
U-1636df,S-cfb246,20/2/2023,feature_32,6,1818,0,False
U-a3252f,S-ff78bf,6/10/2024,feature_15,9,1431,0,False
U-831361,S-c23126,17/4/2023,feature_38,8,2096,3,False
U-ed2d17,S-fe25ff,2/7/2023,feature_39,6,1980,0,False
U-04de68,S-7730b1,20/5/2024,feature_7,7,1267,1,False
U-a29711,S-f86bcf,26/5/2023,feature_32,2,804,0,False
U-42a17f,S-cd13b5,13/9/2023,feature_15,8,4600,0,False
U-e0f2a6,S-cfb246,6/7/2023,feature_11,8,208,1,False
U-e30229,S-ce887e,24/10/2023,feature_10,6,912,0,False
U-d2d27e,S-98845b,20/1/2024,feature_12,5,1950,0,True
U-6fb7d2,S-a3300f,2/12/2024,feature_17,13,5148,0,False
U-35a3bd,S-5de79e,19/7/2023,feature_1,9,5013,3,False
U-7e1630,S-c5a75d,27/7/2023,feature_19,10,3060,0,False
U-0c9657,S-798707,29/3/2024,feature_2,11,3487,0,False
U-2d6696,S-bbff6f,15/6/2024,feature_32,15,7875,0,False
U-ad4e3c,S-306a99,17/8/2024,feature_22,5,85,0,False
U-ac8968,S-d31de5,20/4/2024,feature_2,11,1925,2,False
U-21d564,S-a1d6ad,19/1/2024,feature_40,9,3519,0,False
U-5a7745,S-fd8bb6,1/12/2024,feature_23,10,780,0,True
U-355141,S-bc66af,14/7/2023,feature_29,9,4617,0,False
U-9129a3,S-3c853b,30/9/2024,feature_12,11,4521,1,True
U-d9f014,S-041553,11/10/2024,feature_14,7,1176,0,False
U-e7149a,S-f8d74d,21/11/2023,feature_27,10,2430,0,False
U-f87f2e,S-b2f038,9/7/2023,feature_29,9,4626,0,False
U-992a65,S-0fcf7d,23/11/2023,feature_11,11,1848,0,False
U-455afa,S-06770c,3/8/2024,feature_10,6,132,5,False
U-900110,S-e9a159,24/3/2023,feature_26,12,4344,0,False
U-6001b1,S-dec1fb,27/3/2023,feature_10,11,1562,0,True
U-79fd15,S-2573e4,31/10/2024,feature_24,10,5910,0,False
U-8d27c2,S-aa5f00,4/6/2023,feature_38,7,2079,0,False
U-856474,S-f6b264,15/3/2023,feature_21,9,3825,0,False
U-967d0f,S-f4d491,13/2/2023,feature_10,6,1980,0,False
U-4375c4,S-869bba,11/11/2024,feature_38,13,5408,0,False
U-e7fee3,S-be53ea,22/3/2024,feature_16,14,6706,0,False
U-d169af,S-fa05d7,23/10/2024,feature_27,11,1991,0,False
U-43c5b0,S-f4335b,11/11/2024,feature_12,10,480,0,False
U-da7d36,S-fe0bc0,22/1/2024,feature_5,10,3480,0,True
U-18477b,S-39539d,30/9/2024,feature_33,11,352,0,False
U-96bb4d,S-3e0c24,14/12/2023,feature_7,2,408,0,False
U-361bb4,S-f5bef8,20/4/2023,feature_15,12,6672,1,False
U-b1cfee,S-321498,14/2/2023,feature_18,6,3552,1,False
U-8520e8,S-15a897,18/8/2023,feature_11,10,700,0,False
U-ae779f,S-4e3e04,1/7/2023,feature_10,13,1313,0,False
U-66e498,S-5521a1,20/3/2023,feature_24,12,3696,0,False
U-271850,S-9fae95,9/11/2024,feature_8,8,3088,1,False
U-b1c64c,S-4f8c90,7/6/2023,feature_28,11,6171,0,False
U-2d674c,S-d74733,2/7/2024,feature_32,9,3744,0,False
U-2e9c41,S-50334b,9/1/2023,feature_7,16,1872,0,False
U-391d94,S-59778a,1/12/2023,feature_17,15,8610,2,False
U-a04fab,S-6d4050,1/3/2023,feature_25,10,3210,0,False
U-e1ba3b,S-21b68e,17/5/2023,feature_1,11,528,0,False
U-859a25,S-e874c1,1/7/2023,feature_37,14,7266,0,False
U-a4f462,S-a01d87,28/3/2024,feature_34,14,6944,1,False
U-3700f4,S-1dfa14,18/11/2023,feature_34,8,2720,0,True
U-89263b,S-7fa78f,15/10/2024,feature_26,13,3809,2,True
U-42e85d,S-ac3a32,15/11/2023,feature_8,10,4500,0,False
U-4105c8,S-31ac79,11/8/2023,feature_19,14,2646,0,False
U-c6c5b4,S-25b756,17/9/2024,feature_10,11,4961,0,False
U-523ad7,S-556071,3/7/2023,feature_5,6,1212,0,False
U-bf1b83,S-567afa,18/1/2023,feature_20,12,840,0,False
U-ff7801,S-6d12c1,19/10/2023,feature_11,12,3168,1,False
U-92883b,S-398291,11/8/2023,feature_8,11,3223,0,True
U-0351b2,S-dcae52,7/6/2024,feature_37,6,714,0,False
U-cd1e52,S-418b7c,27/4/2024,feature_40,8,3696,0,False
U-1edd34,S-5bc277,21/2/2024,feature_38,13,3757,0,False
U-4d6d7e,S-16f4a2,8/12/2024,feature_34,9,927,0,False
U-32a3b2,S-0b7de7,10/6/2024,feature_13,8,944,3,True
U-9fef3d,S-f94b9b,21/1/2023,feature_4,9,2061,0,False
U-ae5eda,S-c0d979,8/3/2024,feature_27,11,286,0,False
U-e5c767,S-f9df40,24/12/2024,feature_1,8,544,4,True
U-2dc5ec,S-99fbf7,23/12/2023,feature_13,11,1870,0,False
U-f30c30,S-648618,11/12/2023,feature_13,4,2248,0,False
U-33ebe1,S-c18476,13/7/2023,feature_7,22,176,0,False
U-aaa922,S-0586ad,8/10/2024,feature_3,10,3390,2,False
U-70e4b6,S-8c41e8,4/10/2023,feature_16,10,5470,0,False
U-df3e80,S-47cfb3,17/7/2024,feature_1,12,4416,0,False
U-0a7851,S-00fb6e,6/12/2024,feature_11,8,3456,0,False
U-8d8149,S-5aff5f,6/11/2024,feature_37,9,612,2,False
U-4e1e0b,S-2c4909,6/4/2024,feature_26,10,5510,0,True
U-f572be,S-05aaef,17/6/2023,feature_30,11,4961,2,False
U-2d992a,S-89c6dc,21/8/2023,feature_12,11,6314,2,False
U-8bf3e9,S-905752,28/5/2024,feature_40,7,2793,2,False
U-1bc148,S-1a5fa7,8/8/2023,feature_31,13,5486,0,False
U-39b9a6,S-d111f5,1/6/2024,feature_22,8,968,0,True
U-859c70,S-b48787,17/2/2024,feature_12,2,824,2,False
U-dad005,S-d64e41,18/4/2023,feature_16,14,6286,0,False
U-144775,S-d56a2c,9/11/2023,feature_7,6,30,0,False
U-c5f767,S-96383d,14/7/2023,feature_10,15,7830,0,False
U-70721e,S-972512,25/7/2023,feature_15,12,1932,2,False
U-23d898,S-78ba09,20/11/2024,feature_35,11,5775,0,False
U-8576ff,S-d4a76b,24/12/2023,feature_12,8,3816,0,False
U-83493d,S-fcb954,6/3/2023,feature_34,8,3944,0,False
U-886ee6,S-ce9977,26/12/2024,feature_2,8,3360,3,False
U-41b7cb,S-f4a3ac,19/5/2024,feature_25,4,408,0,False
U-c0693e,S-c64e87,8/3/2024,feature_24,6,3600,2,False
U-6a91d3,S-6d96c9,7/1/2023,feature_35,10,5400,0,False
U-c65bb0,S-a0ba0c,31/10/2024,feature_18,12,3096,1,False
U-a532b8,S-e4ba87,28/9/2024,feature_9,4,1932,1,False
U-c9cf15,S-155934,31/3/2024,feature_27,14,1736,2,False
U-ae1eca,S-9b8167,30/5/2024,feature_8,9,3285,0,False
U-99b30e,S-4eabfc,5/3/2024,feature_38,6,3306,0,False
U-bdd096,S-991f61,8/7/2024,feature_20,8,2904,1,True
U-810bb3,S-6fde5e,2/7/2023,feature_2,11,1749,3,False
U-08dae2,S-de6767,21/1/2024,feature_24,9,3717,0,False
U-6f2066,S-b33593,29/1/2024,feature_11,9,3303,1,False
U-51a8ed,S-f553b5,7/4/2023,feature_9,15,5040,0,False
U-3a0ef7,S-ea8479,29/7/2023,feature_20,10,5240,0,False
U-a2d24a,S-78cb5f,2/8/2024,feature_11,8,2848,0,False
U-e4ee36,S-2ecaea,17/8/2023,feature_39,11,3124,0,False
U-c763d0,S-056775,5/10/2024,feature_1,9,4140,0,False
U-ff221f,S-50334b,20/5/2023,feature_38,7,196,0,False
U-2c1c78,S-fbc35d,2/10/2023,feature_31,15,2265,2,True
U-6798b6,S-f1cc81,9/3/2024,feature_38,9,2844,0,False
U-df3b98,S-a7d379,24/3/2024,feature_37,17,6970,0,False
U-2cca50,S-2a73e2,23/1/2023,feature_36,18,144,0,False
U-236afd,S-26bc22,1/9/2024,feature_30,12,3828,0,False
U-f8c623,S-9ac7cb,19/9/2023,feature_36,8,2920,0,False
U-227149,S-bb84b1,19/10/2023,feature_26,8,2296,0,False
U-8050a9,S-631547,5/6/2024,feature_13,10,5210,1,False
U-2f0db0,S-d9f518,26/4/2023,feature_27,7,3346,1,False
U-1f7fbb,S-b152d6,23/10/2023,feature_30,5,2680,0,False
U-fab583,S-8a50a0,31/7/2023,feature_26,6,3600,2,False
U-ff9829,S-82348a,30/6/2024,feature_7,12,4728,0,False
U-0e3483,S-0c91c4,21/8/2024,feature_35,14,462,0,False
U-662254,S-3c072b,24/10/2023,feature_21,8,120,0,True
U-02fc87,S-c7b793,20/6/2023,feature_33,11,4488,0,True
U-7fafb6,S-82db05,1/12/2023,feature_11,12,1512,0,False
U-de8c45,S-4c5456,17/6/2023,feature_26,15,2205,2,False
U-396970,S-ff4611,10/2/2023,feature_26,8,3312,1,False
U-3e9dd8,S-1d661c,20/7/2024,feature_39,13,871,1,False
U-ed5130,S-fc9cc3,11/7/2024,feature_12,10,2820,0,False
U-465ff9,S-9ee11d,16/9/2023,feature_23,6,3222,1,False
U-d2f554,S-fd04d6,15/8/2023,feature_1,10,5740,0,False
U-3e680e,S-1f9da0,9/8/2024,feature_36,14,2786,1,False
U-36e6ae,S-47a04b,4/12/2023,feature_31,13,4121,0,False
U-4024fd,S-3df6ee,18/7/2024,feature_16,10,4900,0,False
U-718a71,S-05ad41,19/4/2023,feature_36,16,5760,0,False
U-791581,S-e4cb85,31/8/2023,feature_1,11,1727,2,False
U-52805a,S-f9f7af,15/1/2024,feature_1,16,848,0,False
U-3d18f4,S-4b9b13,6/8/2023,feature_3,5,1790,0,False
U-efe0d4,S-cd6bb6,26/11/2024,feature_26,17,1853,0,False
U-056e95,S-770f21,2/9/2024,feature_23,12,2556,0,False
U-29fd78,S-cf6ec1,2/1/2024,feature_25,11,3344,0,False
U-57f749,S-4bfa1d,25/7/2024,feature_17,9,5247,0,False
U-5d959c,S-921f19,24/3/2024,feature_35,9,2754,0,False
U-9464eb,S-c0d979,4/4/2024,feature_37,6,348,0,False
U-528931,S-67595c,6/5/2024,feature_2,9,1134,0,False
U-9563e0,S-59778a,28/4/2024,feature_11,6,2574,0,False
U-e8080c,S-763384,1/2/2023,feature_8,11,2343,0,False
U-817115,S-23ba41,17/1/2024,feature_8,14,742,0,False
U-027738,S-70d15d,5/10/2023,feature_19,5,1575,0,False
U-37ca3e,S-b37b2a,15/5/2023,feature_39,10,490,0,False
U-e3a441,S-30c045,10/5/2024,feature_18,6,2136,0,True
U-6f8360,S-3d7bed,26/7/2024,feature_26,11,4268,1,False
U-b4955e,S-d841e4,5/11/2023,feature_3,13,5083,1,False
U-ec63ad,S-150c71,10/5/2023,feature_8,12,4032,0,False
U-50b109,S-a83bf1,17/9/2024,feature_39,5,2255,1,False
U-3ba5b5,S-0146f6,21/5/2023,feature_21,6,2640,0,False
U-3be137,S-a405f7,8/7/2023,feature_12,14,1848,0,False
U-be3de7,S-6ca9be,9/1/2023,feature_22,12,2952,0,True
U-5defa4,S-f762a3,12/10/2024,feature_19,9,4095,1,False
U-873e14,S-02c3e7,22/9/2023,feature_32,11,3509,1,False
U-ae8442,S-f74e00,3/2/2024,feature_20,9,5031,0,False
U-5da0da,S-cd0f21,2/12/2024,feature_21,9,3474,2,False
U-fa7f1b,S-46a7eb,17/8/2023,feature_39,12,5424,0,False
U-9194c6,S-0d86a4,24/6/2023,feature_7,7,1694,0,False
U-1234a8,S-eef0cd,19/8/2023,feature_21,9,99,0,False
U-7c395f,S-505f35,25/3/2023,feature_9,15,4485,0,False
U-f04580,S-52699f,23/12/2023,feature_14,7,763,0,False
U-598036,S-3503b4,19/12/2024,feature_39,9,558,0,False
U-bf70b4,S-b3bd43,13/9/2023,feature_26,7,945,0,True
U-d6683b,S-404ecd,4/4/2023,feature_5,6,2928,0,False
U-69a6be,S-a7360b,17/10/2024,feature_10,14,6706,0,False
U-267cb6,S-a36281,10/6/2023,feature_28,11,3102,0,True
U-cc0a8b,S-da9362,19/10/2024,feature_35,10,2570,2,False
U-465daa,S-632337,23/7/2024,feature_21,11,3663,3,False
U-e1bc8a,S-5aaf6f,29/11/2023,feature_11,11,2090,1,False
U-b62c70,S-d1dbf7,15/11/2024,feature_20,8,1432,0,False
U-2a662b,S-d8c527,24/5/2023,feature_21,10,1080,0,False
U-48458b,S-53b07a,29/4/2023,feature_33,8,2720,0,False
U-367c9c,S-70b655,13/1/2024,feature_40,13,1183,1,True
U-5f5d17,S-6bdda7,10/3/2023,feature_4,9,3141,0,False
U-635a85,S-753a0a,25/6/2024,feature_4,12,4512,0,False
U-2429d3,S-5178de,5/9/2024,feature_6,12,3228,0,False
U-ea0e0f,S-ea8479,10/4/2024,feature_20,15,4200,0,False
U-d6a819,S-e81358,24/8/2023,feature_24,11,2464,0,False
U-0a3df9,S-fbee8e,25/5/2023,feature_20,10,4530,0,False
U-138a2c,S-b4b084,30/10/2023,feature_8,7,3339,0,False
U-143f25,S-cfcd07,31/12/2023,feature_38,10,3120,0,False
U-274cd5,S-73cd99,15/4/2024,feature_13,11,2981,0,False
U-bf3502,S-ea71b5,9/9/2024,feature_14,9,378,0,True
U-1645ef,S-dacc80,25/8/2023,feature_32,9,4743,0,False
U-7e76cb,S-eef0cd,1/2/2023,feature_15,8,1632,0,True
U-168352,S-52b9a9,26/6/2024,feature_14,11,4796,0,True
U-3b983e,S-8e719f,12/3/2023,feature_13,5,1250,0,False
U-977d9e,S-79e254,7/9/2024,feature_12,8,3536,1,False
U-0701df,S-682d28,9/6/2024,feature_31,7,3661,1,False
U-93351f,S-75985b,29/6/2023,feature_36,14,1036,0,False
U-33e7f8,S-150930,28/6/2023,feature_31,7,3927,0,True
U-ca599f,S-e7de53,21/7/2023,feature_1,2,594,0,False
U-c1977a,S-2f07f6,21/3/2024,feature_12,8,2624,2,False
U-4a826a,S-65c079,17/11/2023,feature_12,6,780,0,False
U-e6393b,S-78c894,9/12/2024,feature_20,8,3384,0,False
U-4e53dd,S-50815c,7/11/2024,feature_14,9,3060,0,False
U-43258e,S-3af70e,9/5/2024,feature_33,8,448,0,False
U-bd442d,S-86fd71,8/6/2024,feature_37,15,1710,0,False
U-2442fc,S-f7b517,11/3/2024,feature_31,10,1970,0,False
U-29f5d8,S-44483e,13/10/2023,feature_25,12,6156,0,False
U-a0f8ad,S-8ae507,5/5/2024,feature_29,10,3920,1,False
U-7b4134,S-9d7c19,29/8/2024,feature_26,9,639,0,False
U-3d5a13,S-2aa395,18/8/2023,feature_14,14,5740,0,True
U-ec2195,S-413a1d,24/8/2024,feature_39,12,7128,0,False
U-3f0c1e,S-76cdf1,21/1/2024,feature_28,14,3822,0,False
U-61865a,S-44ed0c,23/2/2023,feature_40,13,7709,0,False
U-834415,S-618471,30/1/2023,feature_3,14,1666,0,False
U-ac845c,S-7b647e,29/6/2024,feature_39,7,4004,0,True
U-fff658,S-509f0d,6/5/2024,feature_15,8,4768,0,False
U-5a1187,S-c7f564,28/6/2024,feature_15,12,4236,0,False
U-3daae6,S-61efc1,8/4/2023,feature_6,8,4464,0,False
U-1ee320,S-ac2157,24/2/2024,feature_34,10,3020,0,False
U-0586cb,S-f110db,24/6/2023,feature_19,9,3636,0,False
U-f856f9,S-e5fdf9,10/6/2024,feature_34,8,2472,0,False
U-16731a,S-91709b,19/8/2024,feature_24,13,5889,0,False
U-7244ea,S-fc8f09,28/7/2024,feature_24,9,4563,0,False
U-1fb698,S-7456c5,12/10/2024,feature_37,11,3971,0,False
U-c6124b,S-b8c3e6,10/5/2023,feature_34,8,944,3,False
U-075d74,S-14b7f3,22/2/2023,feature_12,7,1057,0,True
U-c878da,S-34f2f9,27/3/2024,feature_38,15,7170,0,False
U-969a5a,S-a18ab0,15/9/2024,feature_5,8,1160,0,False
U-134566,S-c069ab,25/6/2024,feature_35,4,788,2,False
U-070e22,S-c13970,7/4/2024,feature_6,12,5736,0,False
U-1e9ca9,S-3660bb,3/12/2023,feature_38,9,4914,0,False
U-051703,S-c069ab,26/9/2023,feature_22,12,1272,1,False
U-553972,S-7134c2,31/7/2023,feature_28,8,4104,1,False
U-a8df59,S-dbc4d5,19/6/2024,feature_26,15,8100,0,False
U-bc0b32,S-02be35,26/3/2023,feature_12,16,3632,0,False
U-01c367,S-c10f0c,3/8/2023,feature_34,7,3633,2,False
U-a9a4b3,S-47cf94,20/3/2024,feature_35,5,605,1,False
U-4ed20c,S-3fe1c3,14/8/2024,feature_16,7,3556,0,False
U-580949,S-a18ab0,23/3/2023,feature_18,12,4188,0,False
U-140299,S-69a7ce,12/1/2023,feature_2,9,5319,0,False
U-20054c,S-a5cf6d,18/4/2023,feature_29,12,5808,2,False
U-c4e343,S-718116,18/2/2023,feature_24,10,3280,0,False
U-004f42,S-7cc0ec,27/7/2024,feature_28,8,3504,1,False
U-9856ee,S-fcbd92,1/8/2023,feature_15,14,5418,0,False
U-03609f,S-285534,5/10/2024,feature_21,17,8857,0,False
U-3c135a,S-3fbf9e,22/1/2023,feature_30,10,170,1,False
U-b033bc,S-57019e,19/7/2023,feature_9,7,2863,0,False
U-f42b0a,S-02ec76,5/5/2023,feature_8,7,4158,0,False
U-9411cb,S-0ba1fe,21/8/2024,feature_6,14,210,0,False
U-06e50e,S-05555d,29/6/2024,feature_9,16,9472,0,False
U-20294a,S-e76552,11/11/2023,feature_9,5,1635,1,False
U-54c49d,S-5d0f41,5/5/2023,feature_16,6,2646,2,False
U-e4c809,S-abd244,10/8/2024,feature_4,11,6028,0,True
U-adff00,S-3bdedd,1/7/2024,feature_7,9,4671,0,False
U-3193b7,S-3bd95c,13/2/2023,feature_19,12,4080,0,False
U-aa63c6,S-d26ff6,19/5/2023,feature_20,6,1332,0,False
U-641279,S-f83141,31/7/2023,feature_26,9,684,2,False
U-264e22,S-0144ac,14/12/2024,feature_34,10,5130,0,True
U-189154,S-3a4336,24/1/2024,feature_26,7,1036,1,True
U-aa0c7f,S-d49a8f,22/3/2023,feature_14,6,2172,1,False
U-40feaa,S-bb7eef,5/9/2024,feature_26,7,4102,0,False
U-0db38f,S-5e7357,3/8/2023,feature_23,4,1008,0,False
U-4c3805,S-b6793d,22/12/2024,feature_1,9,3114,0,False
U-c76e23,S-264c8a,26/11/2023,feature_28,10,970,1,False
U-4f79ff,S-96ead2,10/10/2024,feature_19,6,2796,0,False
U-a474ed,S-9a7851,30/3/2023,feature_22,13,5200,0,False
U-ceb9d5,S-e32b16,3/9/2023,feature_38,5,2520,0,False
U-56d8d9,S-58239c,10/7/2023,feature_23,11,3960,0,False
U-c0d53e,S-108282,14/4/2023,feature_25,16,4832,5,False
U-3713d2,S-09251c,7/2/2024,feature_40,11,528,0,False
U-f41932,S-e33883,4/6/2024,feature_16,9,4383,0,False
U-7be8cf,S-1c2a4a,6/7/2023,feature_30,10,330,0,False
U-ca1b71,S-2b4a26,11/7/2024,feature_39,13,5668,0,False
U-710803,S-2e84f2,24/2/2024,feature_1,5,1780,0,True
U-b4ab0e,S-b72911,30/10/2023,feature_12,11,5918,0,False
U-4ef8dc,S-023f3c,22/1/2024,feature_17,3,801,0,False
U-dd2a66,S-45baa6,22/12/2024,feature_27,12,996,0,False
U-2e242d,S-763384,18/4/2023,feature_40,9,4293,5,False
U-14a05a,S-d9d52b,11/10/2024,feature_14,7,2429,3,True
U-b10226,S-6c4770,12/10/2024,feature_20,10,4240,0,False
U-e733c5,S-8856af,13/2/2023,feature_24,6,792,0,False
U-ece899,S-682d28,13/7/2023,feature_36,9,5076,0,False
U-7c86ba,S-477506,19/5/2023,feature_32,5,1120,0,False
U-2a64f5,S-dabcd2,28/9/2023,feature_10,12,6036,0,False
U-209cca,S-92afb8,2/8/2023,feature_28,8,1136,2,False
U-1c9dfd,S-8a6579,15/4/2023,feature_17,10,2700,0,False
U-616ac7,S-9d8525,9/4/2024,feature_8,16,8736,1,False
U-1a2c24,S-453f00,24/8/2023,feature_38,14,4606,0,False
U-632401,S-023f5f,23/1/2023,feature_37,16,6816,0,False
U-f051bc,S-7e7a73,15/2/2023,feature_27,13,6656,0,False
U-37ed9e,S-ede33a,24/9/2023,feature_39,13,104,1,False
U-772ba0,S-fa03a5,27/6/2023,feature_12,7,3654,0,False
U-12dca4,S-df0314,12/10/2023,feature_40,10,5260,0,False
U-b8a483,S-f24609,4/10/2023,feature_21,12,4368,1,False
U-c271e0,S-c899a3,24/12/2024,feature_16,16,5456,5,False
U-b411ab,S-466093,9/4/2024,feature_9,10,5070,0,False
U-07681c,S-bb45bb,9/4/2024,feature_18,11,2266,0,False
U-f4490f,S-33e40e,19/10/2024,feature_28,14,7994,0,False
U-1afde0,S-d0259a,3/5/2023,feature_7,12,4764,0,False
U-6efa93,S-d31de5,5/2/2023,feature_13,17,5389,0,False
U-71f29f,S-3ee288,27/8/2024,feature_33,11,5940,0,True
U-ba8898,S-add03a,3/6/2024,feature_32,10,2150,0,False
U-fae10a,S-19abcf,26/4/2024,feature_29,12,4464,3,False
U-170c24,S-b95b76,16/8/2023,feature_15,13,2912,0,False
U-c0330a,S-487d18,18/10/2023,feature_31,10,4650,0,False
U-d2175a,S-e260ff,15/9/2023,feature_7,11,2673,0,False
U-a19605,S-2923fc,11/9/2024,feature_1,10,1200,2,False
U-0dd3a6,S-ece5a5,17/7/2023,feature_33,8,3472,0,False
U-200965,S-3c0121,10/7/2023,feature_35,12,1620,0,False
U-920c5c,S-6e177f,17/5/2023,feature_23,9,2475,0,False
U-aa8899,S-c14b9d,10/2/2023,feature_17,14,1036,2,False
U-3ac28a,S-718bf5,27/8/2023,feature_6,12,480,0,False
U-74f86d,S-94b283,6/4/2024,feature_30,7,994,1,False
U-18c81c,S-10bd09,2/10/2023,feature_18,12,864,0,False
U-0d71ea,S-029c20,27/2/2023,feature_32,12,3396,0,False
U-822d01,S-3b29ea,1/8/2024,feature_14,5,840,1,False
U-a0b26e,S-9b8421,16/1/2024,feature_16,10,5690,0,False
U-0b0303,S-631547,2/3/2023,feature_40,12,5988,1,False
U-d0fe84,S-918151,12/4/2023,feature_10,9,1368,0,False
U-5f0efa,S-455183,11/7/2024,feature_30,14,462,0,False
U-cc74a2,S-57800a,25/7/2024,feature_31,6,954,0,False
U-cb1683,S-7f9ce5,19/9/2023,feature_37,6,2526,0,False
U-714cc8,S-91b63c,7/7/2023,feature_12,13,5031,0,False
U-ac2ce7,S-8ca9f0,22/5/2024,feature_20,7,1064,3,False
U-91d7bb,S-4eb120,24/10/2023,feature_1,15,4140,0,True
U-b2e51e,S-88bc66,26/6/2023,feature_27,11,1177,0,False
U-2647db,S-15a058,30/6/2024,feature_40,16,912,3,False
U-8e0334,S-ae3270,17/7/2023,feature_20,11,4356,0,False
U-d6e151,S-befdf1,17/3/2024,feature_7,13,5135,1,False
U-6c9e53,S-0ecec7,21/2/2023,feature_31,11,187,3,False
U-6b7aa1,S-635570,13/7/2024,feature_26,10,4640,1,False
U-7cbd9d,S-8d2824,27/2/2023,feature_10,3,120,0,False
U-4912d5,S-0b2ac3,31/8/2024,feature_22,3,741,2,False
U-a26aef,S-d3d720,29/2/2024,feature_9,6,456,1,False
U-f8bf12,S-6bc703,5/1/2024,feature_13,14,5936,1,False
U-c3499c,S-d604ec,20/8/2024,feature_2,10,150,0,False
U-7d73f6,S-9daaad,21/4/2024,feature_31,15,4875,0,False
U-844b66,S-d57a67,3/3/2023,feature_7,6,3066,1,False
U-d42d1d,S-3a897f,20/5/2023,feature_22,10,5810,3,False
U-047e6e,S-72b4f2,27/1/2023,feature_30,12,2712,0,False
U-6012ae,S-620b62,2/4/2023,feature_13,10,400,3,False
U-4a379c,S-112733,25/6/2023,feature_11,11,1100,0,False
U-c584eb,S-8e6903,29/7/2023,feature_35,8,3152,0,False
U-d8725b,S-22c66b,12/2/2023,feature_33,6,2928,0,False
U-12ddc9,S-44d025,1/11/2024,feature_25,10,5120,1,False
U-fa0d76,S-eff018,10/7/2023,feature_8,10,300,0,False
U-a1e7a9,S-46b63b,20/11/2023,feature_18,6,2532,0,False
U-4776aa,S-c899a3,22/5/2024,feature_8,14,8232,0,False
U-8cf650,S-d81959,14/7/2024,feature_5,12,5880,0,False
U-8d33bf,S-36f6ec,10/4/2024,feature_17,11,3498,0,False
U-ab4108,S-673c51,21/2/2024,feature_4,10,1530,0,False
U-a84daa,S-4c7591,5/11/2023,feature_19,8,1112,1,False
U-48fe02,S-65e38d,5/1/2024,feature_10,13,1300,3,False
U-26be4c,S-dd220e,16/1/2023,feature_10,6,2130,0,False
U-0f4565,S-33472f,8/8/2023,feature_38,12,3372,0,False
U-013527,S-c35f78,26/5/2023,feature_2,12,3396,1,False
U-1a1723,S-330457,1/4/2024,feature_31,10,1890,0,False
U-bed88e,S-396546,23/9/2024,feature_2,13,2834,0,False
U-d7f073,S-585c3b,6/3/2024,feature_23,14,4592,2,False
U-fb7079,S-a1d67e,19/8/2023,feature_9,7,3402,1,False
U-ba3192,S-a81bcd,22/3/2023,feature_30,11,3432,0,False
U-dd1647,S-ce5636,25/1/2023,feature_9,11,3091,2,False
U-711271,S-ad02b5,9/12/2024,feature_23,11,6138,0,False
U-7c2e7e,S-87db32,25/4/2023,feature_25,8,336,0,False
U-8ad4a5,S-b4c914,19/4/2023,feature_7,6,3558,1,False
U-8fe1ce,S-8a4156,24/11/2023,feature_35,11,6600,3,False
U-1e3a87,S-2fc8fa,24/6/2023,feature_28,15,8370,2,False
U-c0dabc,S-a02981,20/12/2024,feature_19,4,2212,0,False
U-954547,S-0eff34,19/9/2023,feature_31,9,5166,4,False
U-1d4379,S-6d507b,10/6/2024,feature_27,5,670,0,False
U-34bc7e,S-88bc66,19/4/2024,feature_25,11,715,0,False
U-8128da,S-6c969d,27/5/2024,feature_34,9,2520,0,False
U-be7f33,S-ad3ef7,12/4/2024,feature_17,13,377,0,False
U-68a1a0,S-013f5c,25/8/2023,feature_29,8,4600,0,False
U-1272cc,S-389426,1/8/2024,feature_8,6,3540,0,False
U-ad8fcf,S-8324d4,17/5/2024,feature_19,11,6435,1,False
U-e7fed1,S-4d8a27,29/3/2023,feature_28,9,2808,2,False
U-c7326c,S-f7b0e0,21/2/2023,feature_26,10,5890,0,False
U-90c4b6,S-37879d,26/7/2023,feature_26,7,945,0,False
U-4a600d,S-6e780e,30/11/2023,feature_15,17,4930,0,False
U-e12cb2,S-c08805,3/10/2023,feature_33,13,5876,1,False
U-d37dad,S-1a2f35,4/4/2024,feature_3,10,5210,0,True
U-125149,S-f7fa56,1/5/2023,feature_15,12,7104,0,True
U-1f20b7,S-576519,25/2/2024,feature_21,12,3420,0,False
U-c4dfca,S-c8d680,11/7/2023,feature_10,15,210,1,False
U-2b658c,S-f9df40,9/3/2023,feature_11,6,1254,1,False
U-284ec0,S-150c8e,3/12/2024,feature_10,12,228,0,False
U-b3d8e7,S-19465f,3/12/2023,feature_1,6,1308,0,False
U-bff7bd,S-01ae7f,3/1/2023,feature_4,9,234,0,True
U-02f12f,S-fc9cc3,15/7/2024,feature_34,7,2730,0,False
U-b4b166,S-9fc9f5,26/10/2023,feature_26,3,1407,0,False
U-524821,S-29597a,30/8/2024,feature_8,6,54,1,False
U-415527,S-b3bd43,12/6/2024,feature_34,10,5900,0,False
U-fdbd1b,S-e6571c,3/4/2023,feature_8,8,2104,0,True
U-cb6a93,S-cfcd07,20/2/2024,feature_1,7,196,0,False
U-79f9a0,S-108caf,5/4/2023,feature_25,14,8204,1,False
